dataset_index,sid,season,baseline_distance_km,alternative_distance_km,absolute_difference_km,baseline_relevant,alternative_relevant
11907,2005236N23285,2005,2105.7912071026085,2061.9497955687375,43.841411533870996,False,False
11910,2005241N14315,2005,1059.086610033959,1024.460766099733,34.62584393422594,False,False
11912,2005245N19315,2005,994.1165827581863,966.3651213227265,27.75146143545976,False,False
11914,2005249N26281,2005,0.0,0.0,0.0,True,True
11926,2005261N21290,2005,2521.1220306054156,2468.673702237457,52.448328367958766,False,False
11956,2005333N32311,2005,1524.2082631166115,1460.804234790806,63.404028325805484,False,False
11987,2006161N20275,2006,0.0,0.0,0.0,True,True
12017,2006237N13298,2006,1152.4411900250202,1144.8897187715406,7.551471253479576,False,False
12021,2006247N14321,2006,0.0,0.0,0.0,True,True
12025,2006254N20306,2006,1181.4258124395715,1141.4752895764057,39.950522863165816,False,False
12026,2006256N12338,2006,1196.7968869706847,1156.723372438821,40.07351453186379,False,False
12037,2006271N26307,2006,47.822826345702474,47.579216279782386,0.2436100659200875,True,True
12107,2007227N24269,2007,3409.558787144114,3313.8643538932897,95.6944332508242,False,False
12113,2007251N30288,2007,1278.5604719722269,1243.557710814949,35.00276115727797,False,False
12133,2007285N30307,2007,1468.3440158394146,1413.1733603904677,55.170655448946945,False,False
12190,2008185N13337,2008,752.614959250936,738.2619443119656,14.353014938970318,False,False
12209,2008229N18293,2008,2253.7229883298282,2192.2497994163687,61.47318891345958,False,False
12212,2008238N13293,2008,1966.6185035869228,1944.1191067795037,22.49939680741909,False,False
12213,2008241N19303,2008,0.0,0.0,0.0,True,True
12214,2008245N17323,2008,887.6020674544594,882.8351788344379,4.766888620021518,False,False
12224,2008269N21290,2008,106.81528917260867,106.39943645888408,0.41585271372458976,True,True
12225,2008270N39325,2008,471.0152357022609,467.4813201079853,3.5339155942755838,True,True
12306,2009227N12328,2009,0.0,0.0,0.0,True,True
12331,2009271N46317,2009,2004.9537777333976,1953.3984562094292,51.55532152396836,False,False
12342,2009308N11279,2009,3051.4361864369903,2908.344160731477,143.09202570551315,False,False
12397,2010222N26277,2010,2831.1759723691316,2715.5890486781077,115.58692369102391,False,False
12400,2010234N11329,2010,684.4475220641681,668.6737121169886,15.77380994717953,False,False
12402,2010236N12341,2010,0.0,0.0,0.0,True,True
12406,2010242N14318,2010,1575.2826122042482,1509.7480619747344,65.5345502295138,False,False
12410,2010247N15266,2010,3180.002592266825,3103.099726181016,76.90286608580891,False,False
12412,2010251N14337,2010,0.0,0.0,0.0,True,True
12413,2010255N13340,2010,1399.8522148960717,1344.0400161084256,55.81219878764614,False,False
12433,2010302N26299,2010,1105.8762017267786,1068.4612218825698,37.4149798442088,False,False
12488,2011214N15299,2011,2416.5339028518274,2297.3511523389197,119.18275051290766,False,False
12491,2011225N26302,2011,571.1251824347995,560.4485764813288,10.676605953470698,True,True
12500,2011239N27301,2011,1126.8219649111031,1095.4598684214243,31.362096489678834,False,False
12501,2011240N10341,2011,396.9119351308508,390.6027939398941,6.309141190956666,True,True
12503,2011244N37296,2011,530.3931010554485,520.3038284327102,10.089272622738235,True,True
12505,2011245N27269,2011,2669.0724827017502,2576.874822377876,92.19766032387406,False,False
12507,2011250N12324,2011,16.605757065763193,16.452718184247225,0.15303888151596823,True,True
12511,2011263N12323,2011,0.0,0.0,0.0,True,True
12514,2011266N08343,2011,1324.936662734173,1282.4354309008954,42.50123183327764,False,False
12526,2011310N29290,2011,471.66272374205414,462.5861301126544,9.076593629399724,True,True
